0,NCATS_267,A01,NCGC00843412-01,10,403488070
1,NCATS_267,B01,NCGC00843432-01,10,403488069
2,NCATS_267,C01,NCGC00843431-01,10,403488085
3,NCATS_267,D01,NCGC00686236-02,10,403487268
4,NCATS_267,E01,NCGC00685870-02,10,403487211
5,NCATS_267,F01,NCGC00843437-01,10,403487219
6,NCATS_267,G01,NCGC00343980-08,10,344143176
7,NCATS_267,H01,NCGC00690353-02,10,403488086
8,NCATS_267,A02,NCGC00842962-01,10,344124913
9,NCATS_267,B02,NCGC00689975-02,10,344124921
10,NCATS_267,C02,NCGC00387528-01,10,202568999
11,NCATS_267,D02,NCGC00842955-01,10,344124840
12,NCATS_267,E02,NCGC00842963-01,10,344124905
13,NCATS_267,F02,NCGC00687133-01,10,344073067
14,NCATS_267,G02,NCGC00846043-01,10,403497204
15,NCATS_267,H02,NCGC00843853-01,10,403487485
16,NCATS_267,A03,NCGC00843854-01,10,403487445
17,NCATS_267,B03,NCGC00843841-01,10,403487477
18,NCATS_267,C03,NCGC00843850-01,10,403487470
19,NCATS_267,D03,NCGC00843852-01,10,403484543
20,NCATS_267,E03,NCGC00105527-01,10,50681240
21,NCATS_267,F03,NCGC00105527-02,10,222257155
22,NCATS_267,G03,NCGC00685877-01,10,344088400
23,NCATS_267,H03,NCGC00841699-01,10,344145805
24,NCATS_267,A04,NCGC00842956-01,10,344124864
25,NCATS_267,B04,NCGC00843419-01,10,403487260
26,NCATS_267,C04,NCGC00843435-01,10,403487227
27,NCATS_267,D04,NCGC00843424-01,10,403488094
28,NCATS_267,E04,NCGC00689968-02,10,403488101
29,NCATS_267,F04,NCGC00843406-01,10,403487252
30,NCATS_267,G04,NCGC00843410-01,10,403487292
31,NCATS_267,H04,NCGC00843428-01,10,403487203
32,NCATS_267,A05,NCGC00843421-01,10,403488156
33,NCATS_267,B05,NCGC00686215-04,10,403488157
34,NCATS_267,C05,NCGC00843432-02,10,403488077
35,NCATS_267,D05,NCGC00843429-01,10,403487276
36,NCATS_267,E05,NCGC00689979-02,10,403488133
37,NCATS_267,F05,NCGC00689970-03,10,403488125
38,NCATS_267,G05,NCGC00846125-01,10,403493993
39,NCATS_267,H05,NCGC00843420-01,10,403488117
40,NCATS_267,A06,NCGC00843430-01,10,403488078
41,NCATS_267,B06,NCGC00686215-03,10,403488141
42,NCATS_267,C06,NCGC00843513-01,10,403488127
43,NCATS_267,D06,NCGC00843519-01,10,403488095
44,NCATS_267,E06,NCGC00843516-01,10,403488103
45,NCATS_267,F06,NCGC00689982-02,10,344124832
46,NCATS_267,G06,NCGC00423978-01,10,197550593
47,NCATS_267,H06,NCGC00687089-01,10,344073780
48,NCATS_267,A07,NCGC00843514-01,10,403487284
49,NCATS_267,B07,NCGC00843517-01,10,403488111
50,NCATS_267,C07,NCGC00843515-01,10,403488159
51,NCATS_267,D07,NCGC00843912-01,10,403487416
52,NCATS_267,E07,NCGC00843913-01,10,403487408
53,NCATS_267,F07,NCGC00843704-01,10,403487235
54,NCATS_267,G07,NCGC00843520-01,10,403488135
55,NCATS_267,H07,NCGC00843756-01,10,403487429
56,NCATS_267,A08,NCGC00843760-01,10,403487413
57,NCATS_267,B08,NCGC00841699-02,10,403487469
58,NCATS_267,C08,NCGC00846076-01,10,403487461
59,NCATS_267,D08,NCGC00842619-01,10,344126704
60,NCATS_267,E08,NCGC00423978-04,10,344117187
61,NCATS_267,F08,NCGC00843427-01,10,403488093
62,NCATS_267,G08,NCGC00689980-03,10,403488109
63,NCATS_267,H08,NCGC00846074-01,10,403497236
64,NCATS_267,A09,NCGC00843512-01,10,403488119
65,NCATS_267,B09,NCGC00843759-01,10,403487405
66,NCATS_267,C09,NCGC00843518-01,10,403488151
67,NCATS_267,D09,NCGC00842339-02,10,403488143
68,NCATS_267,E09,NCGC00387522-01,10,202568976
69,NCATS_267,F09,NCGC00843910-01,10,403487400
70,NCATS_267,G09,NCGC00843444-01,10,403488149
71,NCATS_267,H09,NCGC00687958-01,10,344117380
72,NCATS_267,A10,NCGC00846053-01,10,403494001
73,NCATS_267,B10,NCGC00846055-01,10,403497212
74,NCATS_267,C10,NCGC00846075-01,10,403487453
75,NCATS_267,D10,NCGC00846070-01,10,403497228
76,NCATS_267,E10,NCGC00685866-01,10,344088392
77,NCATS_267,F10,NCGC00843075-01,10,344126226
78,NCATS_267,G10,NCGC00843849-01,10,403487437
79,NCATS_267,H10,NCGC00843757-01,10,403487421
